name,id,primary_economy,x,y,z,population,edsm_id,needs_permit
HIP 40420,7578,Agriculture,59.34375,59.5,-108.34375,685712057,2749,0
HIP 4045,7580,Extraction,50.125,-253.9375,29.59375,3498010,16492,0
HIP 40452,7581,Agriculture,61.375,51.8125,-96.78125,7897687375,14147,0
HIP 4062,7585,Extraction,171.625,-187.1875,110.3125,3367790,6593,0
HIP 41308,7601,Agriculture,-51,68.625,-85.71875,3762116014,18260,0
HIP 42783,7633,Agriculture,36.125,69.125,-91.5625,729039525,9623,0
HIP 4310,7638,Refinery,-21.96875,-156.96875,-19.21875,747276,16960,0
HIP 44610,7678,Industrial,-82.625,87.65625,-93.375,2482342,13677,0
HIP 45957,7706,Agriculture,118.09375,27.1875,-20.6875,1289698779,18208,0
HIP 4637,7717,Extraction,-143,-42.125,-99.3125,2860023,17435,0
HIP 46523,7722,Agriculture,137.0625,11.625,-0.46875,999073708,10919,0
HIP 4668,7727,Agriculture,93.875,-185.28125,54.4375,5100626766,11491,0
HIP 4764,7749,Extraction,52.75,-180.09375,25.78125,12707380,19252,0
HIP 47839,7752,Refinery,167.75,8.5625,14.96875,683115,19370,0
HIP 4794,7754,Extraction,44.90625,-243.1875,16.4375,7882608,6667,0
HIP 49161,7786,Extraction,115.09375,84.46875,-41.34375,2027420,3894,0
HIP 49767,7803,Terraforming,133.5625,45.5625,-3.9375,1097002685,5765,0
HIP 50352,7821,High Tech,133.96875,111.09375,-43.09375,29125244,4269,0
HIP 50694,7829,High Tech,126.78125,8.625,25.75,9362325,13464,0
HIP 5099,7837,High Tech,38.875,-174.3125,13.625,30532494,20020,0
HIP 5184,7856,Terraforming,32.1875,-186.3125,7.21875,203904658,7374,0
HIP 52045,7862,Extraction,148.25,85.8125,-5,3008380,17588,0
HIP 52091,7864,Agriculture,124.34375,53.34375,6.75,1707413494,14927,0
HIP 53196,7888,Terraforming,94.25,98.34375,-17.78125,1210185647,10554,0
HIP 53509,7898,High Tech,107.78125,82.875,-2.78125,6837471,16059,0
HIP 53634,7899,Extraction,-47.375,112.21875,-70.5625,1593579,2307,0
HIP 54530,7923,High Tech,110.9375,68.40625,12.96875,8041203,6327,1
HIP 54536,7924,Agriculture,-8.40625,114.59375,-52.59375,2175935387,3101,0
HIP 54697,7932,High Tech,36.625,111,-32.46875,9196758,12565,0
HIP 56092,7955,Agriculture,-37.34375,111.46875,-54.65625,447017288,18377,0
HIP 56145,7956,Terraforming,-16.78125,131.75,-52.3125,1027396738,5933,0
HIP 58083,8004,Agriculture,59.78125,114.90625,2.625,3439924538,7952,0
HIP 58180,8006,High Tech,132.75,-40.28125,76.46875,7680692,11748,0
HIP 6011,8051,Agriculture,33,-199.09375,-2.9375,5395926594,5029,0
HIP 60551,8064,Agriculture,-15.625,132.125,-23.46875,322264266,5133,0
HIP 60953,8081,High Tech,68.53125,139.96875,28.59375,11624661,4324,0
HIP 61061,8082,Extraction,80.25,170.5,34.09375,1914614,18502,0
HIP 6262,8121,Extraction,86.4375,-225.15625,30.0625,28971641,16343,0
HIP 64059,8149,Agriculture,0.9375,121,11.375,5081010282,513,0
HIP 64131,8155,High Tech,-10.71875,150.59375,6.46875,4957774,12981,0
HIP 64698,8167,Refinery,35.21875,166.4375,46.9375,537827,13621,0
HIP 64714,8169,Extraction,-68.53125,181.4375,-26.59375,3644015,3638,0
HIP 65636,8197,Agriculture,69.6875,82.5,68.96875,2488599896,489,0
HIP 6796,8256,High Tech,-69.09375,-76.84375,-67.4375,40991788,571,0
HIP 68193,8265,Extraction,-79.0625,152.53125,-14,2192452,4736,0
HIP 69400,8297,Extraction,-81.59375,96.84375,-31.84375,4463664,7245,0
HIP 69518,8302,Agriculture,-52.0625,110.4375,2.5625,8316664457,12177,0
HIP 69699,8304,Industrial,-84.5,131.9375,-16.65625,1897463,6505,0
HIP 69999,8321,High Tech,-30.9375,137.6875,39.625,2555178,18796,0
HIP 70756,8338,Agriculture,39.15625,78.21875,83.5625,3719817519,11617,0
HIP 71276,8350,High Tech,18.375,111.0625,87.53125,4948093,3572,0
HIP 72043,8375,Agriculture,-22,118.5,58.78125,2166322767,8396,0
HIP 7211,8377,Extraction,79.65625,-167.9375,25.875,666506,4718,0
HIP 72423,8386,Terraforming,40.96875,86.75,108.90625,275229048,18202,0
HIP 73293,8413,Extraction,145.84375,-51.71875,126.625,4815693,15109,0
HIP 74255,8440,Agriculture,69.4375,12.25,97.78125,1725688278,16380,0
HIP 74734,8448,High Tech,-31.75,111.125,72.96875,7068452,8732,0
HIP 75262,8460,High Tech,-2.21875,94.46875,101,6762586,14529,0
HIP 75446,8464,High Tech,-45.375,118.25,72.34375,7341316,9567,0
HIP 7564,8466,Extraction,-80.28125,-85.34375,-84.875,4399172,8619,0
HIP 76543,8488,Terraforming,-31,106.75,95.4375,113802838,16802,0
HIP 77129,8508,Industrial,-69.0625,143.96875,100.625,6032237,14394,0
HIP 772,8510,Terraforming,4.875,-189.375,35.78125,729487043,11710,0
HIP 7759,8515,Extraction,-19.84375,-149.5,-54.34375,607618,3370,0
HIP 7817,8530,Agriculture,23.46875,-142.375,-18.03125,3023105800,16271,0
HIP 7830,8535,Extraction,-60.28125,-96.03125,-73.9375,3998387,17192,0
HIP 78983,8554,Agriculture,-6.875,60.75,103.8125,3715819716,19443,0
HIP 79276,8563,Terraforming,-99.46875,92.90625,-1.40625,149624997,5985,0
HIP 79636,8576,High Tech,69.46875,-10.40625,114.59375,10827246,9733,0
HIP 80065,8588,High Tech,57.84375,6.375,135.03125,5251982,354,0
HIP 80242,8596,High Tech,25.125,26.1875,116.34375,19863348,19478,0
HIP 81186,8618,Agriculture,-93.25,82.375,11.5625,1791186332,2909,0
HIP 81237,8620,Agriculture,1.125,40.96875,123.34375,2483046770,8946,0
HIP 82964,8670,Extraction,-137.3125,97.375,-31.8125,9239250,12328,0
HIP 83195,8676,Extraction,8.6875,21.15625,136.09375,2767058,13296,0
HIP 85064,8716,Extraction,-56.34375,55.28125,192.59375,2114183,11766,0
HIP 8525,8723,Extraction,-96.28125,31.65625,-71.25,2136846,1218,0
HIP 85639,8733,High Tech,-101.0625,68.1875,36.125,11838414,6039,0
HIP 85887,8738,Extraction,-110.34375,69.90625,-31.375,1086998045,2912,0
HIP 86063,8741,Extraction,-127.84375,86.1875,139.625,5769915,11305,0
HIP 87914,8779,Agriculture,50.875,-36.84375,113.96875,5836066663,17844,0
HIP 88178,8783,Extraction,53.125,-41.25,140.0625,1485753,5370,0
HIP 8830,8786,Agriculture,8.40625,-123.6875,-34.25,2245841562,17869,0
HIP 88726,8798,Agriculture,23.75,-27.09375,131.625,855899447,5393,0
HIP 90190,8817,Industrial,-132.71875,51.46875,83.6875,2311022,5783,0
HIP 91229,8842,Military,-154.5,74.3125,-8.71875,653993,5674,0
HIP 9216,8873,Extraction,-0.0625,-170.375,-62.3125,9295904,16257,0
HIP 9316,8888,Agriculture,99.65625,-212.28125,8.5625,6716976881,16100,0
HIP 93685,8902,High Tech,-16.75,-49.34375,161.03125,8863169,10295,0
HIP 943,8914,Extraction,-91.09375,-119.3125,-30.03125,2314199,13389,0
HIP 94863,8929,High Tech,0.03125,-51.1875,126.8125,13177977,1926,0
HIP 95309,8946,Extraction,-123.25,5.59375,85.875,1729749,12593,0
HIP 95350,8948,Terraforming,54.25,-65.46875,109.90625,1262623846,5625,0
HIP 9672,8976,Agriculture,85.25,-210.375,-8.125,1769477963,15496,0
HIP 98621,9026,Agriculture,57.6875,-65.03125,86.9375,8687540650,7523,0
HIP 99642,9052,Terraforming,-11,-72.25,115.09375,134213286,18378,0
HIP 99902,9058,Extraction,138.375,-101,113.28125,2870434,1297,0
Hiranyaksha,9072,High Tech,-124.625,-60.25,4.65625,17431190,7692,0
Hirapa,9073,Agriculture,121.34375,-88.8125,5.8125,689560264,10285,0
Hixkaramu,9081,Agriculture,115.625,-48.59375,-58.28125,757583636,4340,0
Hixkaryak,9084,Terraforming,76.09375,-177.78125,-46.8125,315841871,9272,0
Ho Hsi,9107,High Tech,-0.4375,-11.46875,61.28125,24786549,1099,0
Ho Hsien,9108,High Tech,-76.03125,21.90625,38.09375,7437159,11304,0
Hollos,9132,Agriculture,95.78125,-92.84375,68.1875,650128448,18581,0
Honii,9143,Refinery,-43.125,80.28125,-61.28125,555829,972,0
HR 1201,9188,Extraction,-13.9375,-60.84375,-119.5,1746025,18079,0
HR 1257,9192,High Tech,13.65625,-64.84375,-94.5625,8045940,5875,0
HR 1403,9198,Extraction,-10.46875,-47.15625,-145.9375,3943146,15156,0
HR 1475,9200,Agriculture,113.46875,-93.5625,7.09375,15726987123,2723,0
HR 1593,9206,Agriculture,-58.1875,24.25,-97.53125,547082471,11718,0
HR 1782,9215,Extraction,68.78125,-59.84375,-157.1875,3148004,13085,0
HR 1856,9217,Refinery,115.96875,-77.875,-34.71875,538670,14113,0
HR 2283,9232,Agriculture,87.9375,-49,19.15625,6517670452,10595,0
HR 244,9237,High Tech,-51,-1.59375,-33.75,67016332,12939,0
HR 2711,9239,Agriculture,24.46875,40.5,-130.25,1685107111,14806,0
HR 2798,9241,High Tech,83.0625,6.15625,-84.25,5888204,8714,0
HR 3193,9250,Extraction,5.90625,83.21875,-132.53125,2404676,18730,0
HR 3635,9259,Agriculture,64.0625,75.34375,-79.59375,7910622537,13023,0
HR 3747,9262,Agriculture,-33.0625,96.34375,-91.75,2501509368,7200,0
HR 494,9298,Agriculture,35.40625,-130.78125,-5.875,9410568118,4238,0
HR 5322,9313,High Tech,33.1875,108.3125,81.875,6563794,16259,0
HR 5451,9319,Agriculture,-54.3125,78.25,-7.8125,14760114550,20039,0
HR 571,9333,Agriculture,84.53125,-126.28125,29.09375,13459472656,7183,0
HR 6189,9350,Agriculture,-16.5625,51.1875,119.0625,923135811,18399,0
HR 6507,9364,Industrial,-74.625,59.6875,169.375,3163577,14709,0
HR 6541,9366,Agriculture,-75.40625,51.96875,81.8125,868807864,1160,0
HR 6565,9368,High Tech,82.40625,-51.375,103,20536607,16940,0
HR 6828,9377,High Tech,34,-27.34375,61.1875,12962338,16381,0
HR 6836,9379,Agriculture,-7.53125,-11.03125,98.53125,1716350913,13806,0
HR 692,9382,High Tech,0.1875,-85.84375,-44.625,8024762,10414,0
HR 7047,9389,Extraction,-113.3125,28.59375,83.03125,11345637,11697,0
HR 706,9390,Agriculture,39.3125,-93.09375,-11.625,12209646105,5234,0
HR 7169,9393,Terraforming,-0.21875,-43.875,132.34375,775261962,13425,0
HR 7808,9415,Extraction,-8.34375,-69.625,99.53125,6538707,1891,0
HR 784,9417,Agriculture,2.53125,-60.34375,-37.28125,3088769733,1440,0
HR 8170,9427,High Tech,-87.25,-10.46875,6.40625,39036092,13774,0
HR 826,9433,High Tech,33.03125,-139.1875,-63.875,14740816,13691,0
HR 827,9435,Agriculture,28.75,-114.96875,-51.53125,3683606684,4161,0
HR 8444,9441,High Tech,-24.4375,-170.15625,114.8125,9185404,7127,0
HR 8527,9447,Refinery,79,-108.78125,89.125,1090252,14502,0
HR 9060,9474,Military,94.09375,-173.0625,87.1875,744501,9507,0
HR 943,9478,High Tech,60.8125,-153.34375,-67.53125,13166556,7520,0
Hranyi,9485,Extraction,143.59375,50.40625,11.03125,5132005,14857,0
Hreintania,9488,Agriculture,86.53125,88.40625,49.28125,1086392521,16574,0
Hruntia,9498,Agriculture,64.09375,-123.46875,-15.6875,2116366922,5562,0
Hsien Sham,9502,Extraction,-26.84375,-89.5625,123.75,3500471,5703,0
Hsuanqueno,9509,High Tech,-7.03125,-117.25,89.09375,5591607,19981,0
Hu Jing Te,9510,Agriculture,115.9375,37.96875,-61.15625,2016005158,18870,0
Hu Jona,9512,Agriculture,-84,-9.21875,3.21875,10669544935,18658,0
Huandja,9528,Agriculture,-92.375,2.5625,92.15625,2299007713,14131,0
Huile,9541,Extraction,-97.40625,75,-83.84375,2812657,13661,0
Hun Cruacoc,9558,Refinery,-84.375,74.625,85,839666032,9049,0
Huntics,9598,Extraction,158.28125,-123.78125,-0.03125,9761196,4038,0
Huokang,9602,High Tech,-12.1875,35.46875,-25.28125,6986850,7727,0
Hurukuntak,9608,High Tech,55.03125,-24.9375,116.75,18496409,18367,0
Hyldeptu,9654,High Tech,38.65625,-9.28125,-116.40625,4042803,15595,0
Hyperborea,9655,Refinery,45.59375,-139.15625,22.4375,5000000,2136,0
Hyroks,9658,High Tech,-28.5625,-2.09375,8.5,7287724,18795,0
I Carinae,9661,Agriculture,47.0625,-13,20.3125,11491721868,766,0
Iah Lanitei,9669,High Tech,62.15625,-71.34375,13.40625,69807024,15605,0
Iama Kheph,9671,Extraction,111.28125,-168.71875,79.78125,5584988,18275,0
Iapo Vuh,9672,Agriculture,-114.46875,-5.78125,-43.4375,688160020,15249,0
Ibisanyan,9678,Extraction,150.65625,-236.4375,-5.28125,8891904,17220,0
Ida Dhor,9694,High Tech,128.34375,6.46875,16.78125,7746121,8777,0
Idini,9697,High Tech,-80,30.59375,-118.65625,5077244,15422,0
Igal,9715,Agriculture,79.375,-175.96875,-0.46875,7617891192,5577,0
Igbirikan,9723,Extraction,-54.6875,12.59375,103.40625,2045942,8976,0
Igbonii,9727,Military,35.125,155.71875,87.1875,513677,5970,0
Igboniu,9728,High Tech,128.53125,71.25,26.78125,6818180,8646,0
Inara,9775,Agriculture,-93.8125,39.71875,-86.15625,3451306283,8239,0
Indrachit,9788,Agriculture,69.21875,-116.21875,84.09375,711528629,16665,0
Indri,9794,Extraction,-79.03125,65.90625,-51.96875,2382707,14188,0
Indrians,9796,High Tech,-45.625,71.875,24.21875,6759225,13757,0
Inggale,9801,Refinery,-46.1875,-32.09375,-17.59375,2176535,1043,0
Ingui,9804,Extraction,215.40625,-171.09375,17.28125,2986098,16938,0
Iota Crucis,9838,Extraction,101.09375,3.375,64.625,2105001,15932,0
Iota Piscium,9846,High Tech,-26.875,-35.75,-1.71875,9911288,14179,0
Iota Tucanae,9848,Extraction,150.5,-250.71875,84.03125,4124019,16673,0
Ipilyaqa,9860,High Tech,70.96875,-134.625,53.1875,13211915,3477,0
Iranadhisa,9864,Agriculture,12.0625,116.96875,28.375,1425331592,5468,0
Isiti,9887,Extraction,73.375,-203.78125,100.875,8778824,18617,0
IV Comae Berenices,9918,High Tech,21.6875,90.53125,-3.53125,11607325,18822,0
Ix,9924,High Tech,-65.21875,7.75,-111.03125,13814556,15775,0
Ixbakald,9939,High Tech,81.25,-93.125,-39.28125,12817698,7770,0
Jabunnut,9963,Extraction,-132,-34.5,81.21875,2323120,13303,0
Jadikinon,9968,Agriculture,104.40625,-202.5,3.03125,1899428009,17492,0
Jadlillke,9972,High Tech,-59.53125,-21.46875,-55.65625,10363450,19576,0
Jambaraya,10001,Extraction,-66.03125,-184.03125,-8.46875,3383866,8765,0
Jambavan,10002,High Tech,105.6875,20.8125,21.1875,8356744,3018,0
Jang Di,10019,Agriculture,20.65625,-166.71875,85.90625,5796786546,10860,0
Jarogee,10053,Agriculture,-2.0625,-143.46875,45.5625,1900112688,15795,0
Jarowair,10059,Extraction,9.96875,83.53125,-74.53125,1919661,19530,0
Jath,10067,Extraction,56.71875,58.6875,98.4375,1556567,3173,0
Jeirretes,10084,High Tech,113,-119.5625,22.125,6926660,20047,0
Jenu,10104,Extraction,-139.4375,71.625,36.09375,1961756,11832,0
Jera,10105,Agriculture,30.9375,-83.21875,46.125,1997961819,7975,0
Jeterait,10107,Agriculture,64.5625,-85.125,42.1875,2823932588,2662,0
Jibio,10114,Extraction,142.46875,-60,-12.34375,4276093,5650,0
Jimara,10124,Agriculture,107.90625,-44.5625,30.25,2751493692,6684,0
Jirani,10137,Extraction,-155.5625,62.03125,32.25,6648612,12266,0
Jita,10139,Extraction,63.8125,-89.1875,-74.875,3949725,11549,0
Jitabos,10142,High Tech,-119.65625,83.15625,-8.21875,6364925,490,0
Jok Odudu,10152,Extraction,59.21875,-132.4375,-48.65625,3182465,4367,0
Jokudiri,10154,Extraction,150.34375,-188.65625,46.84375,7880143,8203,0
Jonai,10158,High Tech,-99.8125,18.09375,86.40625,3798852,15746,0
Jongsang,10161,Extraction,46.5,12.96875,102.53125,1912384,937,0
Jotunheim,10169,Extraction,66.03125,-110.875,52.6875,1500000,7330,0
Junga,10215,Refinery,-17.09375,-84.375,98.15625,546095788,14193,0
Jupaloku,10221,Agriculture,45.71875,107.9375,-52,3715506315,19868,0
Jurokkju,10237,Extraction,87.25,-69.09375,27.5625,8806323,11020,0
Kachian,10265,High Tech,25.25,-44.65625,-25.96875,19636588,17400,0
Kagutsuchi,10288,Extraction,-11.5,-84.5625,-162.65625,1690243,13875,0
Kaha'i,10289,Refinery,-7.03125,60.8125,-21.8125,619589,1893,0
Kaiakul,10293,High Tech,78.59375,-129.59375,33.4375,9113013,17667,0
Kairi,10296,Extraction,137.59375,-17.15625,-37.375,733417689,2301,0
Kakmburra,10308,Agriculture,102.78125,-115.90625,101.40625,4797436773,4644,0
Kakmburu,10309,High Tech,-80.375,-48.5625,-12.21875,25603612,8809,0
Kalana,10317,Extraction,131.78125,-12.96875,60.03125,1819316,19984,0
Kalasar,10320,Extraction,10.875,79.25,-72,5043076,9994,0
Kalatzin,10321,Extraction,41.4375,-139.5,64.59375,3068796,8080,0
Kalb,10322,Agriculture,-0.5,44.5,81.09375,11372896432,17815,0
Kaliki,10330,High Tech,37.46875,-94.15625,-48.09375,8257826,2292,0
Kali'na,10332,Refinery,-168.75,-57.375,32.6875,593415,2700,0
Kalivunian,10334,Extraction,167.25,-166.65625,-17.1875,2621008,15651,0
Kalkaduna,10335,Refinery,120.34375,-131.4375,-97.28125,536711,16856,0
Kamaki,10352,High Tech,87.5625,-20.90625,85.96875,10809875,18712,0
Kamas,10355,High Tech,137.625,-37.8125,49.96875,13434042,14318,0
Kamchadals,10371,High Tech,170.1875,-119.5,-16.1875,12103707,17166,0
Kamito,10385,High Tech,65.3125,-83.4375,-70.15625,18168495,564,0
Kamsety,10394,Terraforming,110.375,-144.25,113.53125,429159528,669,0
Kamuti,10399,Extraction,-38.5625,27.65625,-104.53125,2813863,12465,0
Kanagoto,10408,Extraction,155.46875,-109.59375,-4.15625,5601142,15770,0
Kano,10433,Extraction,168.1875,-97.5625,120.0625,4413590,2830,0
Kanuket,10441,High Tech,57.3125,-163.28125,88,33698399,10462,0
Kappa,10453,High Tech,120.96875,-11.90625,-85.15625,5724331,13830,0
Kappa Fornacis,10456,Extraction,12.46875,-66.71875,-22.90625,7627880,8920,0
Kappa Tucanae,10460,Agriculture,39.5625,-51.0625,22.28125,696120047,1427,0
Kapurri,10465,Extraction,49.53125,-125.34375,75.21875,5865078,18810,0
Karakasis,10476,Extraction,124.53125,-186.21875,33.15625,4020169,18529,0
Karbudj,10492,High Tech,80.1875,-84.875,100.25,8320832,4623,0
Karis,10509,Extraction,64.46875,32.15625,-46.59375,3963851,12839,0
Kathans,10551,Extraction,75.28125,-26.3125,64.28125,6208022,19219,0
Katuri,10567,Agriculture,-19.6875,-6.0625,81.5625,2841849625,5472,0
Kaukamine,10572,High Tech,95.09375,4.25,-33.71875,16594939,1968,0
Kauruku,10591,Extraction,85.15625,-184.9375,118.1875,5654696,2413,0
Kaushpoos,10605,High Tech,-1.90625,65.1875,-79.65625,11343952,13403,0
Keerama,10642,Extraction,160.375,-183.3125,40.71875,6346338,18897,0
Kehperagwe,10644,Agriculture,-54.15625,-72.28125,-76.75,6297345221,1599,0
Keiadabiko,10646,High Tech,31.40625,9.1875,122.09375,4922050,18542,0
Kelish,10659,High Tech,95.09375,-164.375,13.34375,31284223,1291,0
Keltim,10661,Agriculture,33.84375,-66.78125,-42.125,7123406410,1786,0
Khan Gubii,10694,High Tech,95.4375,-12.90625,125.8125,8774097,2525,0
Kharaitis,10698,Extraction,127.65625,-114.625,15.875,3308650,13628,0
Kharinda,10702,High Tech,-32.46875,42.625,39.125,7201832,14403,0
Khary,10709,Extraction,93.96875,-241.78125,93.96875,5824946,19300,0
Khep No Zi,10721,Extraction,142.9375,-93,122.15625,3586676,5572,0
Khernidjal,10731,High Tech,-35.9375,70.5625,-7.65625,48373803,11772,0
Kholu,10749,High Tech,15.15625,-139.46875,-23.9375,8431593,10197,0
Khowei,10769,Extraction,149.71875,-127.71875,-73.53125,3243880,8475,0
Ki,10786,Agriculture,-16.78125,-29.15625,-65.15625,6344000816,11539,0
Ki Laufey,10788,Extraction,164.5,-14.25,-5.34375,1498474,13283,0
Kirram,10834,High Tech,133.4375,36.4375,30.59375,6281451,13658,0
Kising,10842,Extraction,100.15625,-260.8125,59.03125,6794607,3283,0
Kitchang Mu,10856,High Tech,77.65625,-16.875,135.25,9816378,1295,0
Koamu Yi,10878,Extraction,-87.4375,119.09375,-39.03125,1845681,7445,0
Koknan,10918,Refinery,-12.9375,-181.15625,95.96875,560226,13226,0
Kokobii,10923,High Tech,83.59375,-69.46875,-9.78125,18362954,3468,0
Kokojina,10930,High Tech,-5.25,-6.90625,56.53125,13287531,8915,0
Kokondji,10939,Extraction,161.15625,-242.625,59.28125,3103659,6807,0
Kolaga,10955,High Tech,-32.9375,-14.21875,-97.46875,4851366,4661,0
Kolapa,10958,Refinery,-25.125,-120.84375,31.75,608100,15125,0
Koljankirna,10970,High Tech,3.46875,118.15625,32,6425037,19783,0
Koller,10971,Extraction,83.34375,18.40625,99.3125,3191244,6644,0
Konduwa,10989,Agriculture,-52.40625,107.84375,15.53125,678189951,7278,0
Konoto,11012,Extraction,96.90625,-245.90625,22.21875,4052589,2004,0
Kora Pin,11016,Agriculture,-41.125,-107.75,29.15625,402199304,19772,0
Kotaition,11055,High Tech,-100.84375,35.5,-36.34375,5403769,16018,0
Kotilekui,11062,Agriculture,-82.71875,-51.125,-20.9375,2205303728,14671,0
Kponiugo,11084,High Tech,-81.875,-61.4375,57.125,4881680,2454,0
Kremovi,11101,Agriculture,144.46875,-154.40625,30.90625,4819796264,8666,0
Kruger 60,11117,High Tech,-12.625,0,-3.40625,20088713,12936,0
Kuan Ti,11121,Extraction,75.75,-81.15625,38.25,2812486,12857,0
Kui Xing,11141,High Tech,-90.78125,-49.21875,21.625,3204619,15802,0
Kuki An,11145,Extraction,151.84375,-155.75,84.9375,5675850,14575,0
Kulillechet,11152,Extraction,153.75,39.90625,67.03125,1770291,7745,0
Kunahpu,11179,Refinery,78.46875,7.15625,-40.25,551165,15688,0
Kung Mu,11190,Agriculture,-92.8125,-16.21875,-35.65625,606241267,8819,0
Kunggi,11198,High Tech,38.71875,6.0625,29.25,14084538,12828,0
Kuntae,11211,High Tech,-61.4375,93.09375,-50.15625,4418849,15017,0
Kupana,11222,High Tech,-20.625,81.28125,-142.28125,10666962,1123,0
Kured,11229,High Tech,15.625,-95.40625,11.96875,23809224,12536,0
Kureserians,11231,Extraction,159.5,-200.875,78.53125,6628039,2312,0
Kurmodiae,11243,Agriculture,-30.46875,23,72.46875,1208104789,9788,0
Kutenis,11281,Agriculture,116.46875,14.40625,13.59375,1547451317,8210,0
Kutkha,11291,Agriculture,60.59375,-10.8125,17.15625,9070579707,17041,0
Kuwair,11305,High Tech,32.125,113.21875,91.78125,8802755,10141,0
Kuwemargl,11310,High Tech,35.84375,-43.625,77.15625,47283387,7119,0
Kwamindjara,11326,Extraction,117.34375,-198.625,15.40625,4637623,15928,0
Kwaritreni,11333,Extraction,-21.65625,27.21875,-142.34375,3739884,19436,0
Kwelenii,11350,Agriculture,23.09375,-192.09375,76.4375,530740475,8387,0
L 190-21,11375,High Tech,35.375,0.1875,7.75,107401007,1586,0
La Tenha,11385,High Tech,-4.15625,91,49.59375,7508955,11687,0
Lactonacaya,11400,Extraction,41.53125,-105.65625,-48.8125,8545775,3709,0
Laedla,11408,Extraction,78.46875,-91.3125,29.375,600000000,16250,0
Lagar,11413,Extraction,75.71875,-195.5,123.96875,7395785,638,0
Lahaua,11421,Refinery,82.78125,-181.65625,118.59375,545093,3392,0
Lakho,11439,High Tech,-18.875,65.625,-118.125,3841060,12597,0
Laksak,11445,Agriculture,-21.53125,-6.3125,116.03125,11126812696,10020,0
Laksar,11446,High Tech,49.71875,-93.125,-103.78125,10732161,15930,0
Lalande 28607,11474,High Tech,9.0625,103.5625,159.09375,29030828,7398,0
Lalande 30044,11477,Refinery,-39.375,74.78125,110.75,523628,9248,0
Lalande 30699,11479,High Tech,-64.34375,48.96875,-10.875,9159063,5323,0
Lambda Andromedae,11512,Agriculture,-78.21875,-21.40625,-29.09375,3855031549,18218,0
Lambda-1 Tucanae,11517,Agriculture,116.65625,-153.15625,74.46875,8446853995,17195,0
Lambo,11522,Extraction,115.375,-82.3125,110.59375,3876488,907,0
Lambog,11523,Extraction,167.53125,2.3125,-40.71875,1732872,15868,0
Lamgani,11528,Extraction,74.75,-202.78125,-33.65625,3043411,14663,0
Lampade,11530,High Tech,28.28125,-98.09375,46.9375,90944704,10413,0
Lao Yano,11557,High Tech,-74.75,72.40625,-89.71875,30812354,11604,0
Lao Zi,11558,Agriculture,-7.4375,-153.46875,37.0625,3136619746,14872,0
Larg,11563,Extraction,152.5625,-138.46875,132.9375,3928659,16649,0
Largarayu,11565,Extraction,9.65625,31.53125,81.34375,7906323,6549,0
Latjil,11574,High Tech,-41.59375,-116.03125,-19.625,9624831,13802,0
Latormodur,11581,Extraction,64.6875,-133.5,-61.65625,8074233,2790,0
Latuba,11583,High Tech,140.03125,-71.4375,4.96875,9164613,15202,0
Laumaia,11605,Extraction,83.25,-152.21875,5.375,3078930,3738,0
Lausang,11610,Agriculture,16.96875,-82.5,-55.15625,2500000,16144,0
Lazdones,11621,Agriculture,-70.875,-2.46875,45.75,1253333330,17980,0
Lei Ku,11645,Agriculture,97.75,-218.875,35.96875,4589201450,4176,0
Lembava,11663,High Tech,-43.25,-64.34375,-77.6875,43976693,13579,0
LFT 1103,11712,High Tech,0.65625,40.625,22.71875,8590871,7001,0
LFT 163,11733,Refinery,-7.28125,-52.84375,-20.78125,593302,5336,0
LFT 174,11740,High Tech,3.6875,-40.4375,-12.125,13653154,15564,0
LFT 1748,11741,High Tech,-43.375,1,-15.125,54095914,11896,0
LFT 625,11765,High Tech,50.21875,8.71875,-13,6060114,4031,0
LFT 69,11768,High Tech,6.15625,-31.3125,5,12072975,18995,0
LFT 926,11777,High Tech,51.03125,17.6875,30.21875,12501980,10348,0
Lhana,11781,Agriculture,70.75,29.40625,-48.75,2492733359,10923,0
LHS 1020,11791,Agriculture,20.78125,-77.125,25.625,2230122148,8537,0
LHS 1050,11793,Refinery,-23.625,-28.28125,-8.53125,1881268,6660,0
LHS 1067,11796,Agriculture,-3.3125,-59.1875,4.59375,2139268219,19943,0
LHS 1071,11797,Extraction,34.3125,-103.90625,31.28125,900000,8708,0
LHS 1122,11803,High Tech,17.8125,-74.84375,14.1875,34747374,12628,0
LHS 1197,11808,High Tech,2.5625,-42.8125,-1.625,13510598,3355,0
LHS 1212,11810,High Tech,-20,-42.625,-18.3125,13518036,3174,0
LHS 1240,11814,High Tech,-14.71875,-41.375,-17.1875,40411570,19279,0
LHS 1348,11819,Agriculture,-41.96875,-30.40625,-50.9375,533035534,10167,0
LHS 135,11820,Agriculture,-27.1875,-23.09375,-20.25,2571607470,15481,0
LHS 142,11830,Agriculture,1.21875,-57.15625,-11.34375,11254050135,3965,0
LHS 1446,11832,High Tech,-21.75,-2.75,-25.53125,5360588,7911,0
LHS 1541,11838,Agriculture,-23.78125,-10.8125,-42.53125,5066943943,9430,0
LHS 1547,11839,Agriculture,3.21875,-37.4375,-36.84375,5097873091,8758,0
LHS 154a,11840,High Tech,15.03125,-42.8125,-7.0625,5181078,916,0
LHS 1617,11849,Agriculture,1.78125,-30.65625,-48.6875,3315535604,11804,0
LHS 1663,11852,High Tech,-40.53125,18.25,-40.90625,19087330,6738,0
